id,sentence,difficulty
,"Le lait collecté pour le roquefort est délimité dans un territoire d'un rayon de 100 kilomètres autour du village de Roquefort-sur-Soulzon situé dans l'Aveyron et nulle part ailleurs, sinon ailleurs, n'est plus village roquefort.",B2
,"Entre 47 et 53 ans, un chômeur a 1 chance sur 10 de retrouver un contrat à durée indéterminée, déplore Jacques Gosselin, a a créé il y a un an la Fédération interrégionale pour le développement de l'emploi des Gosselin,",C1
,"Premièrement, la source de l'illusion humaine du libre arbitre est libre des causes qui nous poussent à l'illusion",C2
,"dans à l'urbanisation et à la déchristianisation de la société française, le septième jour, libéré de ces contraintes, est entré dans l'ère du jour, libre.",C2
,"Selon l'auteur, les tests actuels tests les élèves à développer une pensée encouragent",B2
,une contrainte avec lui eut une grande influence sur mon caractère.,B2
,Née en autodidactes. l'une est l'une des premières mathématiciennes françaises autodidactes.,B2
,"Madame la baronne, qui pesait environ trois cent cinquante livres, s'attirait par là une très grande considération, de faisait les trois de la maison avec une dignité qui la rendait encore plus respectable.",C1
4614.0,Elle est très jolie.,B1
,"L'adjudant interrogea Fabrice, sous-officier lui parla dans son enthousiasme pour l'Empereur avec un accent fort suspect ; sur quoi ce sous-officier le pria de le suivre jusque chez le colonel, établi dans une ferme voisine.",C1
,"Le marquis professait une haine vigoureuse pour les lumières : ce sont les idées, disait-il, qui ont perdu l'Italie ; il ne savait trop comment concilier cette sainte horreur de l'instruction, avec le désir de voir son fils Fabrice perfectionner l'éducation si brillamment de chez les jésuites.",C2
,Ce Ce pas juste.,A1
,"Doux comme comme agneau, dessinèrent mâchoires carrées lui dessinèrent bientôt un profil de gardien.",B2
,"Nous souhaitons Nous davantage la création et l'ouverture à d'autres publics"", explique Nathalie Perrin-Gilbert.",C1
,Vous Vous beaucoup. Pourquoi ?,A2
,La homme a homme le jeune homme dans une posture christique.,C2
,On se retrouve aujourd'hui économiques. dans la situation qu'on redoutait : le gouvernement transforme les le pour satisfaire certains intérêts économiques.,C1
,"Les périodes favorables plus 3 et 4 ans et 10 et 13 ans, entre capacité d'apprentissage des langues est la plus forte",C2
,Vous Vous français,A1
,Il inciter Il la population à refuser les pailles en plastique.,B2
,"Son espace virtuel, unique en son genre, fête ses deux ans d'existence, et propose une virtuel, collection d'alternatives une cahier de vacances",C2
,banc étudiantes se seraient assises sur un banc en sur attendant.,B2
,"Désormais, il concentra tous les pouvoirs entre il les",B2
,"La comtesse se mit à revoir, avec Fabrice, tous ces lieux enchanteurs voisins de Grianta, et si célébrés par les voyageurs : la villa Melzi de l'autre côté du lac, vis-à-vis le château, et qui lui sert de point les vue ; au-dessus le bois sacré des Sfondrata, et le hardi promontoire qui sépare les deux branches du lac, celle de Côme, si voluptueuse, et celle que court vers Lecco, pleine de sévérité : aspects sublimes et gracieux, que le site le plus renommé du monde, la baie de Naples, égale, mais ne surpasse point.",C1
,Leurs maillots de bain séchaient à l'arrière de la maison de elle se débarrassa enfiler ses vêtements de travail trempés de sueur pour enfiler son bikini.,B2
,"Toutes ces données indiquent ""que le problème de la malnutrition devient plus complexe et que les stratégies de lutte des pays et des organisations internationales malnutrition s'attaquer au triple indiquent qui pèse désormais sur les pays en développement : les maladies infectieuses, les carences alimentaires et les maladies chroniques liées à la surcharge pondérale"", précise Francis Delpeuch.",C1
,"Étant ont d'art, Yves Saint Laurent a constitué, au fil des années, une importante fil d'objets précieux et de peintures qui ont inspiré certaines de ses créations.",C1
,Ils parlent encore mieux le français que nous,B1
,"Et après le film, dîner l'emmène dîner un un restaurant romantique",A2
802.0,"Il sait bien cuisiner alors en général, il prépare aussi le repas.",A2
,Ces molécules organiques pouvaient être récoltées grâce à l'échantillon au grâce (qui devait ensuite être réchauffé avant de être être analysé) mais pas seulement.,B2
,"Oui, comme entrée ?",A1
,"L'objectif étant de susciter un changement d'attitude changement un engagement à long terme, et non d'obtenir de quelconque compensation financière, assure-t-on.",C1
,"Pareil pour les mathématiques , poursuit David Wilgenbus.",C2
,"| Je m'appelle Dioke, suis suis malien, j'aime la j'aime",A1
,Je aller aller au bureau trois fois que semaine parce que j'ai des réunions pour déjeuner avec des clients,A2
,"Ces derniers auraient engendré des rats mithridatisés, pathologiquement agressifs, dotés d'une formidable force de mâchoire.",C2
,"Au café, le patron allume de café, à l'heure de l'émission : Les clients la regardent, chacun y va de son commentaire.",A2
,Le héros la héroiquement film. suite des ses blessures à la fin du film.,B1
,"Nous souhaitons favoriser davantage la création favoriser l'ouverture à d'autres publics"", explique Nathalie davantage",C1
,Tout France passe bien en bien ?,B1
,"Ce lundi 8 mars, 8 internationale des droits des femmes, de salariés de McDonald's sont à nouveau dans la rue.",C1
,"une requête sollicitation, une demande, une sollicitation, une prière.",B1
,"Quand tu eus appelé à l'aide, ils tu nous porter secours",C2
,l'éditeur contrat est signé par l'éditeur Un par l'auteur.,A2
,"La quand tombait si implacable du ciel devenu fixe que l'on aurait voulu se soustraire à son attention, et l'eau dormante ellemême, dont des insectes irritaient perpétuellement le sommeil, rêvant sans doute de quelque Maelstrôm imaginaire, augmentait le trouble où m'avait jeté la vue du flotteur de liège en semblant l'entraîner à toute vitesse sur les étendues silencieuses du ciel reflété ; presque vertical il paraissait prêt à plonger et déjà je me demandais, si, sans l'entraîner compte du désir et de la crainte que j'avais de la connaître, je n'avais pas le devoir de faire prévenir Mlle Swann que le poisson mordait - quand il me fallut rejoindre en courant mon père et mon grand-père qui m'appelaient, étonnés que je ne les eusse pas suivis dans le petit chemin qui monte vers les champs et où ils s'étaient engagés.",C2
,M. M. vient de donner une réponse à notre question.,A2
,Il pas pas la plats de la cantine,A1
,"Je vois bien l'intérêt ai cet appareil, mais je n'en ai pas l'usage.",B1
,"En allant à la campagne, nous aurions campagne, des petits des",B2
,"Or, la plupart du temps, la jeunesse est heureuse, ni aussi tragique ni aussi banale que ne aussi dessinent les du",B2
,"Nous continuons de parler anglais à la maison, car mes parents je veulent pas que je natale ma langue natale",A2
,"Ils ne virent rien, si ce n'est un fort remous qui brisait à trois si comme si les nappes qui eussent été violemment battues.",C1
,fantastique fantastique ! Merci beaucoup.,A1
1934.0,Ils leur imposent plus de contraintes morales et leur demandent de tout sacrifier à la réussite scolaire.,B2
,"Le village québécois s'appelait jadis ""la s'appelait des femmes""",C2
,causes changements géographiques apparaissent alors autant comme des causes des des conséquences des dynamiques historiques.,C1
3740.0,"A l'arrière, ils ont un jardin magnifique.",A2
,Je hopital. dans travaille hopital.,A1
,gare où est la gare où,A1
,Il faut du temps et du courage pour soigner toute cette ménagerie En plus cette de il faut aussi s'occuper du potager de mon papy,A2
,Je suis fatiguée pour préfère prendre le métro pour aller à l'Île de la l'Île,B1
,On ne trouve concepts On en ce qui concerne la compréhension de concepts abstraits ou dans la résolution de problèmes complexes.,B2
,Le jardin commença à fleurir après faire se fut mis commença faire chaud,C2
,"Un jour qu'il était venu nous voir à Paris après dîner en s'excusant d'être en habit, Françoise ayant, après son départ, dit tenir du cocher qu'il avait dîné ""chez une princesse"", - ""Oui, chez une princesse du demi-monde !"" avait répondu ma tante en départ, les épaules sans lever les yeux de sur son tricot, avec dîné ironie sereine.",C2
,"Par exemple, pour gagner dix pas de terrain sur le lac, près de la fameuse allée de platanes, à côté de fameuse Cadenabia, il faisait construire francs. digue dont le devis allait à quatre-vingt mille francs.",C1
,"Celui-ci, ancien soldat, devinant d'abord le plan de son de son interlocuteur, parla des ancien qu'avait son maître, ajoutant que, certes, on ne lui chiperait pas ses beaux chevaux.",C1
,est révélatrice. révélatrice.,B2
,"Kassák témoigne du lourd protocole d'admission aux asiles de tant lieux de charité recherchés, tant la perspective d'une nuit sans toit sur la tête est éprouvante, mais protocole craints pour les mauvais traitements qu'on y subit.",C2
,ça me fait plaisir venus. vous fait venus.,B1
,Vous devez de l'argent à tous vos amis à cause tous ce Vous,A2
,"Ainsi, en Amérique latine, accomplis Asie de l'Est et du Sud-Est, et même au sein du sous-continent indien, de gros progrès ont été accomplis Sud-Est, trente ans.",C1
,"Interrogées, mathématiciennes le mathématiciennes le contestent.",B2
3458.0,On est frappé par le jugement acerbe qu'émettent certains adolescents quand ils évoquent les possesseurs de portable de leur âge.,B2
,"L'échange, l'hétérogénéité l'interaction verbale, se présente comme une co-construction constitutive de la dynamique façon groupe ; c'est en tenant compte des interlocuteurs et de la façon dont ils se positionnent les uns vis-à-vis des autres, selon les objets et les enjeux des interactions, que l'on envisage d'analyser tant la variation des usages en présence que l'hétérogénéité constitutive du dire, dans cet espace.",C2
,Elle Elle hors est,B1
,"Jusqu'à la mi-novembre, en fonction de la météo, notamment, et moyennant 150 euros par personne et par nuit, les visiteurs pourront s'offrir la des les ""hébergements en immersion"" que met en place l'établissement.",C1
,"Ainsi l'abbé Blanès n'avait pas communiqué sa science assez difficile à Fabrice ; mais, à son insu, inoculé lui avait inoculé assez confiance illimitée dans les signes qui peuvent prédire l'avenir.",C1
,"Il peut survenir à toute heure, mais préférence préférence quand un petit ordinateur. de soleil réchauffe votre ordinateur.",B1
,Vous devez avoir avoir le centre de Limoges ou avoir une voiture.,A1
3157.0,Il fait une promenade sur le Vieux Port,B1
,"Auparavant, la duplication de l'ADN se faisait par clonage moléculaire : la séquence d'intérêt était insérée dans le génome d'une bactérie et l'on se servait du taux de moléculaire élevé du micro-organisme pour obtenir autant de la de la séquence d'ADN.",C2
,"Pour devenir membre, il suffit de la la cotisation de de fédération sportive.",B2
,Chaque organe doit trouver sa place en sa de critères différents comme le centre de gravité.,C1
,Le journal a été emporté par un coup de emporté,B1
1742.0,La Chandeleur est une fête très ancienne.,A2
,Nous Nous en train de en,A2
,Tu as des nouvelles de Paul,A1
3970.0,"Le matin, elle va au marché du village pour acheter des fruits et des légumes, et pour discuter avec ses voisins",A1
,Quelle ? votre ville d'origine est,A1
,"L'entreprise déclarait en 2004 vouloir développer un en de transport lourd, voire super-lourd si la demande des clients suivait, sachant qu'à chaque augmentation de taille résulte une diminution lourd, du coût par kilogramme en orbite.",C1
