id,sentence,difficulty
,"aux était furieux contre le berger, qui avait révélé le secret de la grotte aux serpents.",B1
,"Ne quittez pas, je vous je Marc Marc",A1
,"Le ciel d'avril, au-dessus de nos têtes, et limpide planait fourmillant d'étoiles",C1
,"Quand il était à l'université, il a créé un group de rap avec a a",B1
,Ce comédien joua dans plusieurs joua mon mon frère eut écrites.,C2
,"Si vous me dites où vous avez dites l'hiver, je donnerai donnerai une grande somme d'argent.""",A2
,Quand le mystère est trop est on Quand pas désobéir.,B1
,Je vous demanderai de vous lui montrer et semaine. le seconder cette semaine.,B1
,"Je te dis à très bientôt pour une rentrée te classes en pleine forme Le matin, Théo rentrée lève à six heures",A2
,temps temps Le,A2
,"Héloïse Dufour, donc donc le disais, disais, êtes biologiste.",C1
,! chouette !,A1
,"C'est le constat d'un institut de recherche en Californie pression tient compte pour son calcul de la pression exercée par les humains sur les ressources naturelles, ainsi que de la capacité de la Terre à se régénérer.",A2
,"Mais d'autres n'étaient pas d'accord : ""Son accent est tellement fort que l'auditeur va oublier ce qu'il dit"", ""La politique est un sujet trop sérieux pour être confié à une intonation aussi chantante*"" À la fin, Philippe Labro, alors vice-président de la station de radio, son expliqué lui ""Il y a deux possibilités : soit son accent lui permettra d'être connu et ce sera très bien.",B1
,"Cela suppose de totalement repenser la classe évidemment, puisque le cours, le modèle transmissif classique doit être fait à la maison, donc l'utilisation faut d'autres activités en classe, des activités qui ateliers. supposer en effet des questionnaires à choix multiple, ou éventuellement l'utilisation de boîtiers de vote, des ateliers.",C2
2362.0,Statistiquement le risque de transmission de maladies infectieuses est nettement plus élevé dans certaines situations.,C1
,"changements, trop part, je préfère parfois voir des changements, que de voir de simples copier-coller qui respectent trop le livre, mais qui, au final, rendent le film inintéressant, sans originalité.",B2
,Les canons renversèrent d'abord à peu près six mille du de chaque côté ; ensuite chaque mousqueterie ôta du meilleur des mondes environ neuf à dix mille coquins qui en infectaient la surface.,C1
,"Par exemple, on nous. que les autres aient des expériences enrichissantes sans nous.",B1
,"Que Céline, au début de Voyage au bout de la nuit, puisse affirmer Céline, son voyage est entièrement imaginaire, cela est puisse",C2
,Je préfère préfère au travail à vélo,A1
,"Mais fait, fait, qu'est-ce que c'est au tourisme responsable ?",B1
,Il clabaude aux esgourdes des blaireaux pasteurisés. et des tordus des,C2
,beau beau succès d'estime.,C1
,"Les types de dette comprennent les leasings pour véhicule, les petits crédits ou crédits à la consommation, les achats sur acomptes, les dettes auprès de la famille ou des amis, les hypothèques sur résidence secondaire, les arriérés de paiement ainsi que les comptes à découvert ou les factures impayées sur les cartes de crédit.",C2
,"formatés les papy-boomers sont formatés Toniques, le changement.",B2
,"La salle internet est la toilettes, salle après les après à gauche.",A1
,Bonne semaine et à bientôt Merci beaucoup Merci !,A1
,"Inversement, les régions tempérées lointaines n'intéressent que médiocrement les colonisateurs jusqu'à l'explosion démographique du Vieux Continent au XIXe siècle, moment régions démographique pays neufs deviennent des polongements européens.",C2
,"Un ne de 4 pages distribué en 13 millions d'exemplaires ""pour fen finir avec les monde reçues"" et démontrer qu l'on ne pourrait vivre dans un monde ""sans amour et zéro papier """,B2
3752.0,Ils ont peint le mur sale de la cuisine.,A2
,"Rosa : Rosa merci ! Dites-moi, il y a un ! ce soir ?",A2
,villes lui ferai découvrir Montpellier. villes de Lyon et de Montpellier.,B1
,"Le jour de l'An correspond au 1 janvier ; au le fête avec ses amis ou sa famille, et on janvier ""bonne année !"" à ses proches.",A2
,"Et, pour finir, détruit aphorisme redoutable, maître-mot de la pensée de la complexité : ""Tout ce qui isole un objet complexité sa réalité même6.",C2
,"C'est petit petit appartement, sans mais de confort, mais près du centre-ville.",B1
2165.0,"Cependant, les bougies de l'orchestre s'allumèrent; le lustre descendit du plafond, versant, avec le rayonnement de ses facettes, une gaieté subite dans la salle; puis les musiciens entrèrent les uns après les autres, et ce fut d'abord un long charivari de basses ronflant, de violons grinçant, de pistons trompétant, de flûtes et de flageolets qui piaulaient.",C2
2739.0,Mais des femmes ayant choisi d'autres disciplines scientifiques reconnaissent qu'elles n'ont même pas envisagé cette possibilité.,B2
,Je travaille un un dans,A1
,"nous été, nous nous rendons au chalet de chalet grands-parents.",B1
,"tropical à l'ombre, et 80% d'humidité, aujourd'hui, c'est au ceur du jardin tropical de Valombreuse tropical nous vous proposons de découvrir l'une des spécialités culinaires les plus consommées aux Antilles : les accras de morue",C1
,enfant enfant n'avaient pas envie de travailler leurs leurs après l'école.,A2
,"Lorsqu'elle entendra le réveille-matin, elle se lèvera du lit, elle entendra une douche et elle se dépêchera pour aller bureau. bureau.",B1
,Mais le marché maison loin de leur de et ils ne peuvent pas y aller à pied,A2
,Je leur bijou le le seulement après qu'ils l'eurent payé.,C2
,On battait battait donc enfin enfin,B2
,nom. peuple dont on ne connaît pas pas nom.,B1
,Le gâteau est Le le est,A2
3309.0,L'assujettissement illimité touche les personnes domiciliées ou séjournant en Suisse et concerne le revenu mondial.,B2
,"Elle allait chez les avoués, chez le président, se rappelait l'échéance des billets, obtenait des retards ; et, à la maison, repassait, cousait, blanchissait, surveillait les ouvriers, soldait les mémoires, tandis que, sans s'inquiéter de rien, Monsieur, continuellement engourdi crachant une somnolence boudeuse dont il ne se réveillait que pour lui dire des billets, désobligeantes, restait à fumer au coin du feu, en crachant dans les cendres.",C2
,"Simon a mis le chat sur terre, mais le chat est revenu sur sur fauteuil.",A1
4343.0,"Et en fait, le cheveu est capable d'absorber jusqu'à huit fois son poids en hydrocarbure",A2
,"Derrière en jeunes, il y a très souvent des parents en grande difficulté à cause de la pauvreté ou du la",B1
,J'ai J'ai soeur,A1
,Il a français heures de a par semaine.,A1
,"La raison invoquée : la mise en péril du mode de vie ancestral du peuple Inuit, du fait des changements Inuit, provoqués par les activités humaines.",C1
,"A cette vie désordonnée, Platon oppose une vie par par la socratique incarnée par la sagesse socratique",C2
,Le place prendra sa place dans trentenaire mosaïque de petits écrans.,C1
,"En Allemagne, par exemple, on n'a pas cours l'après-midi, tandis que nous restons collège collège n'a 17 heures.",B1
,Dix ans de fidélité avaient inspiré à M. de P *** une confiance entière ; il laissait à Ellénore la une grande une,C2
,! bureau !,A1
,"De toute façon, chacun sait que, pour choisir son logement idéal, choisir choisir prendre plusieurs mois.",B1
,"Pour devenir membre, il suffit de la la cotisation de la fédération sportive.",B2
,"Quand le mystère est impressionnant, le on n'ose pas désobéir.",B1
,Le notes de notes du gouvernement a piètre allure.,B2
,"fille fille super, quoi ! J'ai tout de suite eu envie de devenir son ami.",A2
,sommes sommes en train de de,A2
,"C'est la génération ans, moi, moi"", qui préfère l'accomplissement à l'accumulation de biens, la jouissance à l'abnégation, note Jean-Paul Tréguer, 50 ans, patron de l'agence de pub Senioragency et pionnier du marketing en direction des biens,",C1
,"Quand j'ai lu, j'ai découvert de nouvelles choses surprenantes sur les locataires l'appartement. occupaient l'appartement.",B1
,"Après Léonard enfance à Vinci, Léonard Vinci, élève auprès du célèbre peintre et sculpteur florentin Andrea del Verrocchio.",B2
,"Plutôt limité auparavant, pour des raisons de coût, aux couches les plus favorisées, le recours au soutien scolaire auparavant, aujourd'hui les classes moyennes.",C1
,Tu as vu mes soeurs,A1
,"Vous ses juré que les gens la voyaient, l'entendaient rouler pesamment devant eux, retentissante rouler tous les trésors enfermés dans ses flancs.",C1
,"Car là où elle est appliquée, où indemnité a produit d'excellents résultats.",B2
,"Du a qu'on a une démocratie, on doit écouter le a",B1
,accepte-t-il accepte-t-il le le cacher ?,B1
,"Moyennant deux cents francs par an, il un donc à louer dans un village, sur les confins du pays de Caux et de la Picardie, une sorte deux logis moitié ferme, moitié maison de maître ; et, chagrin, rongé de regrets, accusant le ciel, jaloux contre tout le monde, il s'enferma dès l'âge de quarante-cinq ans, dégoûté des hommes, disait-il, et décidé à vivre en paix.",C2
,"On annonça qu'on avait servi ; j'offris à put mon bras, qu'elle mon put refuser.",C1
,"Or, aujourd'hui, c'est un aujourd'hui, massif lancé à notre lancé",B2
,"Et, pour que rien ne brise l'élan dont il va tâcher de la tâcher j'écarte tout obstacle, toute idée étrangère, j'abrite mes oreilles et mon pour contre les bruits de la chambre voisine.",C2
,"Ainsi, Madame, qui est irlandaise et vit à lieu, témoigne : en France, si je parle anglais à mon fils, il me répond plutôt en français.",B1
,"Certains produits leur devinrent ensuite indispensables, en devinrent le sucre.",C2
2994.0,Bruno Boulianne et la petite Lila plantent des graines de fines herbes.,B2
,"Et respiration, Bretagne offre cette respiration, parce que chez nous, c'est luxe c'est l'espace.",B1
,J'ai mangé mangé mangé,A1
,Il dernier. bizarre que l'artiste ait quitté le concert avant la fin samedi soir le,B1
,du jeunes sont moins soumis aux impératifs moraux qu'à ceux du ceux,B2
,"La région qui qui déjà été touchée par un ouragan, du nom d'Eta, c'était il y a deux semaines",A2
,On a On de a une pause.,A1
,d'orientation intellectuelles ou problèmes Capacités ?,B2
,"De fait, les relations de l'individu au groupe, groupe, privé au collectif, demeurent complexes dans l'Hexagone.",B2
,Ce besoin se conjugue à un sentiment très en progression et une fierté d'être Français largement largement partagée.,C1
,"la est arrivée blessée à consultation consultation médicale, mais souriante.",B2
,"C'était cette comparaison, tacitement et inlassablement répétée dans une même toile, qui y introduisait cette une et peinture unité, cause, parfois non clairement aperçue par eux, de l'enthousiasme qu'excitait chez certains amateurs la peinture d'Elstir.",C2
,Tu revis des que que tu eus eus depuis plusieurs années.,C2
,"Des son républicains mais aussi un démocrate s'étaient ouvertement déclarés contre son arrivée au poste de puissant, du Bureau de la gestion et du budget à la Maison Blanche (OMB), un service très puissant, notamment chargé de développer le budget voulu par le président.",B2
4159.0,"Puis, l'informatique est arrivé et petit à petit, nous avons commencé à enregistrer effectivement des petites phrases, des groupes de mots, voire même des mots, qui ensuite sont collés les uns aux autres",B2
,Je ne comprends rien à Je site d'achat en ligne !,A2
,"Je crois qu'en cinquante ans d'amitié on pas s'est pas disputées une fois, on a eu des petits mots mais temps en temps mais jamais on s'est fait la tête, jamais on n'est restées sans se parler, jamais, jamais, jamais.",A1
,seconde. seconde.,A1
,Les hommes sont dépeints sont des amants incroyables et insatiables au Les,C1
,Ce peintre la été profondément choqué par la légèreté dans laquelle ce critique d'art a parlé de son été,B2
,Elle pose avec l'assurance de Elle qui veulent conquérir le pose,B1
,Je me moi-même. intérieurement : j'étais indigné me moi-même.,C2
,on si on n'a pas Mais moyens de le faire on le fera pas.,A2
,"On sur d'une caravane immense, d'une d'une de fantasia nautique, somptueusement bariolée, évoluant, aux derniers feux du soleil, sur la tranquille splendeur des eaux.",C2
